Customer ID;Customer Name;Channel;Customer Tier;Start Month
C001696;WellKart PL Online #1696;E-commerce;S;01/05/2024 00:00
C001697;WellKart PL Online #1697;E-commerce;M;01/10/2024 00:00
C001698;HealthPoint PL #1698;Pharmacy;S;01/04/2024 00:00
C001699;MediKore PL #1699;Pharmacy;L;01/06/2024 00:00
C001700;MediKore PL #1700;Pharmacy;S;01/02/2024 00:00
C001701;HealthPoint PL #1701;Pharmacy;M;01/01/2024 00:00
C001702;HealthPoint PL #1702;Pharmacy;S;01/05/2024 00:00
C001703;CarePharm PL #1703;Pharmacy;L;01/11/2024 00:00
C001704;CarePharm PL #1704;Pharmacy;S;01/07/2024 00:00
C001705;VitaCare PL #1705;Pharmacy;S;01/07/2024 00:00
C001706;Lidll PL #1706;Retail;M;01/08/2024 00:00
C001707;Tesko PL #1707;Retail;M;01/02/2024 00:00
C001708;Sparr PL #1708;Retail;M;01/07/2024 00:00
C001709;Edekae PL #1709;Retail;L;01/11/2024 00:00
C001710;Sparr PL #1710;Retail;L;01/11/2024 00:00
C001711;Rewee PL #1711;Retail;M;01/11/2024 00:00
C001712;Rewee PL #1712;Retail;M;01/05/2024 00:00
C001713;Rewee PL #1713;Retail;S;01/07/2024 00:00
C001714;Carrefouk PL #1714;Retail;L;01/09/2024 00:00
C001715;Tesko PL #1715;Retail;L;01/04/2024 00:00
C001716;Aldii PL #1716;Retail;L;01/01/2024 00:00
C001717;Aldii PL #1717;Retail;L;01/03/2024 00:00
C001718;Rewee PL #1718;Retail;M;01/05/2024 00:00
C001719;Intermarche PL #1719;Retail;M;01/05/2024 00:00
C001720;Carrefouk PL #1720;Retail;L;01/12/2024 00:00
C001721;Carrefouk PL #1721;Retail;L;01/08/2024 00:00
C001722;Carrefouk PL #1722;Retail;L;01/07/2024 00:00
C001723;Tesko PL #1723;Retail;M;01/08/2024 00:00
C001724;Decathlonn PL #1724;Retail Sport;L;01/05/2024 00:00
C001725;Decatlon PL #1725;Retail Sport;M;01/09/2024 00:00
C001726;Decatlon PL #1726;Retail Sport;L;01/01/2024 00:00
C001727;SportDirekt PL #1727;Retail Sport;L;01/08/2024 00:00
C001728;AthletiX PL #1728;Retail Sport;L;01/10/2024 00:00
C001729;FitZone PL #1729;Retail Sport;L;01/03/2024 00:00
C001730;FitZone PL #1730;Retail Sport;L;01/08/2024 00:00
C001731;ProSport PL #1731;Retail Sport;L;01/12/2024 00:00
C001732;WellKart PT Online #1732;E-commerce;S;01/07/2024 00:00
C001733;WellKart PT Online #1733;E-commerce;S;01/11/2024 00:00
C001734;ZenBasket PT Online #1734;E-commerce;S;01/01/2024 00:00
C001735;NutriHub PT Online #1735;E-commerce;S;01/12/2024 00:00
C001736;PulseMarket PT Online #1736;E-commerce;S;01/04/2024 00:00
C001737;FitNest PT Online #1737;E-commerce;M;01/10/2024 00:00
C001738;GymMart PT Online #1738;E-commerce;M;01/07/2024 00:00
C001739;FitNest PT Online #1739;E-commerce;S;01/07/2024 00:00
C001740;NutriHub PT Online #1740;E-commerce;S;01/12/2024 00:00
C001741;ZenBasket PT Online #1741;E-commerce;M;01/12/2024 00:00
C001742;GymMart PT Online #1742;E-commerce;S;01/10/2024 00:00
C001743;NutriHub PT Online #1743;E-commerce;S;01/04/2024 00:00
C001744;WellKart PT Online #1744;E-commerce;S;01/12/2024 00:00
C001745;GymMart PT Online #1745;E-commerce;S;01/10/2024 00:00
C001746;PrimeFuel PT Online #1746;E-commerce;M;01/11/2024 00:00
C001747;NutriHub PT Online #1747;E-commerce;M;01/06/2024 00:00
C001748;VitaBox PT Online #1748;E-commerce;S;01/01/2024 00:00
C001749;WellKart PT Online #1749;E-commerce;S;01/12/2024 00:00
C001750;ZenBasket PT Online #1750;E-commerce;M;01/12/2024 00:00
C001751;ZenBasket PT Online #1751;E-commerce;M;01/04/2024 00:00
C001752;VitaBox PT Online #1752;E-commerce;S;01/01/2024 00:00
C001753;NutriHub PT Online #1753;E-commerce;M;01/12/2024 00:00
C001754;VitaBox PT Online #1754;E-commerce;S;01/08/2024 00:00
C001755;VitaCare PT #1755;Pharmacy;L;01/06/2024 00:00
C001756;NutriPharm PT #1756;Pharmacy;S;01/07/2024 00:00
C001757;VitaCare PT #1757;Pharmacy;S;01/08/2024 00:00
C001758;MediKore PT #1758;Pharmacy;L;01/06/2024 00:00
C001759;VitaCare PT #1759;Pharmacy;S;01/10/2024 00:00
C001760;PharmaPluz PT #1760;Pharmacy;L;01/07/2024 00:00
C001761;EuroPharmx PT #1761;Pharmacy;M;01/05/2024 00:00
C001762;CarePharm PT #1762;Pharmacy;M;01/02/2024 00:00
C001763;MediKore PT #1763;Pharmacy;L;01/12/2024 00:00
C001764;MediKore PT #1764;Pharmacy;S;01/11/2024 00:00
C001765;Rewee PT #1765;Retail;M;01/08/2024 00:00
C001766;Sparr PT #1766;Retail;L;01/11/2024 00:00
C001767;Rewee PT #1767;Retail;M;01/07/2024 00:00
C001768;Tesko PT #1768;Retail;M;01/12/2024 00:00
C001769;Lidll PT #1769;Retail;L;01/05/2024 00:00
C001770;Lidll PT #1770;Retail;L;01/12/2024 00:00
C001771;ProSport PT #1771;Retail Sport;L;01/10/2024 00:00
C001772;AthletiX PT #1772;Retail Sport;L;01/11/2024 00:00
C001773;FitZone PT #1773;Retail Sport;M;01/07/2024 00:00
C001774;Decathlonn PT #1774;Retail Sport;L;01/11/2024 00:00
C001775;SportDirekt PT #1775;Retail Sport;L;01/04/2024 00:00
C001776;ProSport PT #1776;Retail Sport;L;01/02/2024 00:00
C001777;PrimeFuel RO Online #1777;E-commerce;S;01/10/2024 00:00
C001778;ZenBasket RO Online #1778;E-commerce;S;01/01/2024 00:00
C001779;ZenBasket RO Online #1779;E-commerce;S;01/06/2024 00:00
C001780;ZenBasket RO Online #1780;E-commerce;S;01/05/2024 00:00
C001781;NutriHub RO Online #1781;E-commerce;M;01/10/2024 00:00
C001782;ZenBasket RO Online #1782;E-commerce;S;01/04/2024 00:00
C001783;ZenBasket RO Online #1783;E-commerce;L;01/05/2024 00:00
C001784;WellKart RO Online #1784;E-commerce;S;01/12/2024 00:00
C001785;MediKore RO #1785;Pharmacy;S;01/01/2024 00:00
C001786;MediKore RO #1786;Pharmacy;S;01/10/2024 00:00
C001787;PharmaPluz RO #1787;Pharmacy;M;01/04/2024 00:00
C001788;EuroPharmx RO #1788;Pharmacy;M;01/11/2024 00:00
C001789;MediKore RO #1789;Pharmacy;S;01/02/2024 00:00
C001790;CarePharm RO #1790;Pharmacy;S;01/12/2024 00:00
C001791;Intermarche RO #1791;Retail;S;01/12/2024 00:00
C001792;Intermarche RO #1792;Retail;S;01/10/2024 00:00
C001793;Edekae RO #1793;Retail;L;01/05/2024 00:00
C001794;Auchon RO #1794;Retail;M;01/12/2024 00:00
C001795;Rewee RO #1795;Retail;M;01/07/2024 00:00
C001796;Rewee RO #1796;Retail;M;01/03/2024 00:00
C001797;Carrefouk RO #1797;Retail;L;01/03/2024 00:00
C001798;Intermarche RO #1798;Retail;L;01/12/2024 00:00
C001799;Rewee RO #1799;Retail;L;01/01/2024 00:00
C001800;Auchon RO #1800;Retail;L;01/10/2024 00:00
C001801;Intermarche RO #1801;Retail;L;01/09/2024 00:00
C001802;Edekae RO #1802;Retail;L;01/06/2024 00:00
C001803;Aldii RO #1803;Retail;M;01/11/2024 00:00
C001804;Edekae RO #1804;Retail;M;01/11/2024 00:00
C001805;Edekae RO #1805;Retail;M;01/05/2024 00:00
C001806;Intersportt RO #1806;Retail Sport;M;01/07/2024 00:00
C001807;AthletiX RO #1807;Retail Sport;L;01/03/2024 00:00
C001808;Decatlon RO #1808;Retail Sport;M;01/10/2024 00:00
C001809;Decatlon RO #1809;Retail Sport;M;01/08/2024 00:00
C001810;FitZone RO #1810;Retail Sport;M;01/09/2024 00:00
C001811;ProSport RO #1811;Retail Sport;M;01/08/2024 00:00
C001812;FitNest SK Online #1812;E-commerce;M;01/05/2024 00:00
C001813;PrimeFuel SK Online #1813;E-commerce;M;01/07/2024 00:00
C001814;FitNest SK Online #1814;E-commerce;M;01/02/2024 00:00
C001815;FitNest SK Online #1815;E-commerce;S;01/05/2024 00:00
C001816;PulseMarket SK Online #1816;E-commerce;S;01/12/2024 00:00
C001817;PrimeFuel SK Online #1817;E-commerce;S;01/04/2024 00:00
C001818;ZenBasket SK Online #1818;E-commerce;L;01/12/2024 00:00
C001819;VitaBox SK Online #1819;E-commerce;S;01/03/2024 00:00
C001820;HealthPoint SK #1820;Pharmacy;L;01/10/2024 00:00
C001821;CarePharm SK #1821;Pharmacy;M;01/09/2024 00:00
C001822;PharmaPluz SK #1822;Pharmacy;S;01/09/2024 00:00
C001823;HealthPoint SK #1823;Pharmacy;S;01/07/2024 00:00
C001824;NutriPharm SK #1824;Pharmacy;M;01/07/2024 00:00
C001825;VitaCare SK #1825;Pharmacy;L;01/05/2024 00:00
C001826;Lidll SK #1826;Retail;M;01/04/2024 00:00
C001827;Aldii SK #1827;Retail;L;01/01/2024 00:00
C001828;Tesko SK #1828;Retail;L;01/02/2024 00:00
C001829;Carrefouk SK #1829;Retail;L;01/12/2024 00:00
C001830;Lidll SK #1830;Retail;L;01/05/2024 00:00
C001831;Carrefouk SK #1831;Retail;M;01/08/2024 00:00
C001832;Carrefouk SK #1832;Retail;L;01/12/2024 00:00
C001833;Carrefouk SK #1833;Retail;L;01/11/2024 00:00
C001834;Auchon SK #1834;Retail;M;01/06/2024 00:00
C001835;Lidll SK #1835;Retail;S;01/10/2024 00:00
C001836;Intermarche SK #1836;Retail;M;01/12/2024 00:00
C001837;Intermarche SK #1837;Retail;M;01/06/2024 00:00
C001838;Lidll SK #1838;Retail;L;01/08/2024 00:00
C001839;Intermarche SK #1839;Retail;S;01/01/2024 00:00
C001840;Edekae SK #1840;Retail;S;01/10/2024 00:00
C001841;SportDirekt SK #1841;Retail Sport;L;01/10/2024 00:00
C001842;ProSport SK #1842;Retail Sport;M;01/06/2024 00:00
C001843;Decathlonn SK #1843;Retail Sport;L;01/09/2024 00:00
C001844;Decathlonn SK #1844;Retail Sport;M;01/10/2024 00:00
C001845;ProSport SK #1845;Retail Sport;M;01/06/2024 00:00
C001846;Decathlonn SK #1846;Retail Sport;L;01/11/2024 00:00
C001847;PrimeFuel SI Online #1847;E-commerce;M;01/08/2024 00:00
C001848;ZenBasket SI Online #1848;E-commerce;M;01/03/2024 00:00
C001849;PulseMarket SI Online #1849;E-commerce;S;01/10/2024 00:00
C001850;PulseMarket SI Online #1850;E-commerce;L;01/08/2024 00:00
C001851;PrimeFuel SI Online #1851;E-commerce;M;01/10/2024 00:00
C001852;PrimeFuel SI Online #1852;E-commerce;M;01/04/2024 00:00
C001853;PrimeFuel SI Online #1853;E-commerce;S;01/04/2024 00:00
C001854;GymMart SI Online #1854;E-commerce;S;01/06/2024 00:00
C001855;PharmaPluz SI #1855;Pharmacy;S;01/04/2024 00:00
C001856;MediKore SI #1856;Pharmacy;M;01/12/2024 00:00
C001857;NutriPharm SI #1857;Pharmacy;S;01/01/2024 00:00
C001858;EuroPharmx SI #1858;Pharmacy;M;01/12/2024 00:00
C001859;NutriPharm SI #1859;Pharmacy;S;01/02/2024 00:00
C001860;EuroPharmx SI #1860;Pharmacy;L;01/11/2024 00:00
C001861;Rewee SI #1861;Retail;M;01/10/2024 00:00
C001862;Carrefouk SI #1862;Retail;L;01/02/2024 00:00
C001863;Intermarche SI #1863;Retail;L;01/01/2024 00:00
C001864;Intermarche SI #1864;Retail;L;01/08/2024 00:00
C001865;Rewee SI #1865;Retail;S;01/07/2024 00:00
C001866;Tesko SI #1866;Retail;L;01/02/2024 00:00
C001867;Sparr SI #1867;Retail;L;01/01/2024 00:00
C001868;Aldii SI #1868;Retail;S;01/09/2024 00:00
C001869;Auchon SI #1869;Retail;S;01/01/2024 00:00
C001870;Aldii SI #1870;Retail;S;01/12/2024 00:00
C001871;Intermarche SI #1871;Retail;L;01/01/2024 00:00
C001872;Edekae SI #1872;Retail;M;01/05/2024 00:00
C001873;Lidll SI #1873;Retail;M;01/09/2024 00:00
C001874;Carrefouk SI #1874;Retail;L;01/06/2024 00:00
C001875;Lidll SI #1875;Retail;M;01/06/2024 00:00
C001876;Decatlon SI #1876;Retail Sport;L;01/04/2024 00:00
C001877;SportDirekt SI #1877;Retail Sport;M;01/05/2024 00:00
C001878;SportDirekt SI #1878;Retail Sport;M;01/01/2024 00:00
C001879;Decatlon SI #1879;Retail Sport;M;01/06/2024 00:00
C001880;SportDirekt SI #1880;Retail Sport;M;01/07/2024 00:00
C001881;ProSport SI #1881;Retail Sport;L;01/03/2024 00:00
C001882;VitaBox ES Online #1882;E-commerce;M;01/03/2024 00:00
C001883;NutriHub ES Online #1883;E-commerce;S;01/03/2024 00:00
C001884;NutriHub ES Online #1884;E-commerce;M;01/08/2024 00:00
C001885;WellKart ES Online #1885;E-commerce;S;01/05/2024 00:00
C001886;GymMart ES Online #1886;E-commerce;S;01/12/2024 00:00
C001887;WellKart ES Online #1887;E-commerce;M;01/07/2024 00:00
C001888;ZenBasket ES Online #1888;E-commerce;M;01/06/2024 00:00
C001889;VitaBox ES Online #1889;E-commerce;L;01/08/2024 00:00
C001890;GymMart ES Online #1890;E-commerce;S;01/09/2024 00:00
C001891;WellKart ES Online #1891;E-commerce;S;01/05/2024 00:00
C001892;FitNest ES Online #1892;E-commerce;S;01/05/2024 00:00
C001893;VitaBox ES Online #1893;E-commerce;L;01/07/2024 00:00
C001894;FitNest ES Online #1894;E-commerce;S;01/11/2024 00:00
C001895;FitNest ES Online #1895;E-commerce;S;01/10/2024 00:00
C001896;GymMart ES Online #1896;E-commerce;S;01/05/2024 00:00
C001897;WellKart ES Online #1897;E-commerce;L;01/06/2024 00:00
C001898;GymMart ES Online #1898;E-commerce;S;01/12/2024 00:00
C001899;PrimeFuel ES Online #1899;E-commerce;M;01/12/2024 00:00
C001900;GymMart ES Online #1900;E-commerce;M;01/02/2024 00:00
C001901;ZenBasket ES Online #1901;E-commerce;M;01/09/2024 00:00
C001902;WellKart ES Online #1902;E-commerce;S;01/10/2024 00:00
C001903;WellKart ES Online #1903;E-commerce;S;01/02/2024 00:00
C001904;NutriHub ES Online #1904;E-commerce;S;01/04/2024 00:00
C001905;PrimeFuel ES Online #1905;E-commerce;S;01/09/2024 00:00
C001906;ZenBasket ES Online #1906;E-commerce;M;01/09/2024 00:00
C001907;VitaBox ES Online #1907;E-commerce;S;01/01/2024 00:00
C001908;VitaBox ES Online #1908;E-commerce;M;01/09/2024 00:00
C001909;PrimeFuel ES Online #1909;E-commerce;S;01/02/2024 00:00
C001910;NutriHub ES Online #1910;E-commerce;S;01/01/2024 00:00
C001911;PulseMarket ES Online #1911;E-commerce;S;01/07/2024 00:00
C001912;NutriHub ES Online #1912;E-commerce;S;01/08/2024 00:00
C001913;ZenBasket ES Online #1913;E-commerce;S;01/10/2024 00:00
C001914;EuroPharmx ES #1914;Pharmacy;L;01/09/2024 00:00
C001915;CarePharm ES #1915;Pharmacy;S;01/01/2024 00:00
C001916;CarePharm ES #1916;Pharmacy;S;01/12/2024 00:00
C001917;VitaCare ES #1917;Pharmacy;S;01/02/2024 00:00
C001918;MediKore ES #1918;Pharmacy;L;01/12/2024 00:00
C001919;VitaCare ES #1919;Pharmacy;M;01/11/2024 00:00
C001920;MediKore ES #1920;Pharmacy;L;01/04/2024 00:00
C001921;MediKore ES #1921;Pharmacy;L;01/11/2024 00:00
C001922;CarePharm ES #1922;Pharmacy;S;01/06/2024 00:00
C001923;CarePharm ES #1923;Pharmacy;M;01/11/2024 00:00
C001924;CarePharm ES #1924;Pharmacy;M;01/01/2024 00:00
C001925;PharmaPluz ES #1925;Pharmacy;M;01/04/2024 00:00
C001926;NutriPharm ES #1926;Pharmacy;S;01/11/2024 00:00
C001927;VitaCare ES #1927;Pharmacy;M;01/10/2024 00:00
C001928;Tesko ES #1928;Retail;M;01/04/2024 00:00
C001929;Auchon ES #1929;Retail;S;01/06/2024 00:00
C001930;Aldii ES #1930;Retail;L;01/09/2024 00:00
C001931;Rewee ES #1931;Retail;S;01/02/2024 00:00
C001932;Aldii ES #1932;Retail;S;01/05/2024 00:00
C001933;Lidll ES #1933;Retail;M;01/12/2024 00:00
C001934;Lidll ES #1934;Retail;L;01/03/2024 00:00
C001935;Carrefouk ES #1935;Retail;L;01/06/2024 00:00
C001936;Decatlon ES #1936;Retail Sport;L;01/12/2024 00:00
C001937;Intersportt ES #1937;Retail Sport;M;01/12/2024 00:00
C001938;Decathlonn ES #1938;Retail Sport;L;01/04/2024 00:00
C001939;AthletiX ES #1939;Retail Sport;L;01/01/2024 00:00
C001940;AthletiX ES #1940;Retail Sport;L;01/03/2024 00:00
C001941;FitZone ES #1941;Retail Sport;M;01/11/2024 00:00
C001942;SportDirekt ES #1942;Retail Sport;L;01/05/2024 00:00
C001943;Intersportt ES #1943;Retail Sport;L;01/12/2024 00:00
C001944;PulseMarket SE Online #1944;E-commerce;M;01/06/2024 00:00
C001945;NutriHub SE Online #1945;E-commerce;S;01/10/2024 00:00
C001946;FitNest SE Online #1946;E-commerce;M;01/11/2024 00:00
C001947;FitNest SE Online #1947;E-commerce;S;01/10/2024 00:00
C001948;VitaBox SE Online #1948;E-commerce;S;01/07/2024 00:00
C001949;VitaBox SE Online #1949;E-commerce;L;01/07/2024 00:00
C001950;PulseMarket SE Online #1950;E-commerce;S;01/07/2024 00:00
C001951;MediKore SE #1951;Pharmacy;M;01/11/2024 00:00
C001952;PharmaPluz SE #1952;Pharmacy;S;01/04/2024 00:00
C001953;CarePharm SE #1953;Pharmacy;L;01/05/2024 00:00
C001954;HealthPoint SE #1954;Pharmacy;L;01/04/2024 00:00
C001955;NutriPharm SE #1955;Pharmacy;L;01/02/2024 00:00
C001956;PharmaPluz SE #1956;Pharmacy;M;01/05/2024 00:00
C001957;Aldii SE #1957;Retail;L;01/12/2024 00:00
C001958;Lidll SE #1958;Retail;S;01/07/2024 00:00
C001959;Auchon SE #1959;Retail;L;01/11/2024 00:00
C001960;Tesko SE #1960;Retail;M;01/11/2024 00:00
C001961;Sparr SE #1961;Retail;L;01/12/2024 00:00
C001962;Intermarche SE #1962;Retail;S;01/08/2024 00:00
C001963;Carrefouk SE #1963;Retail;L;01/01/2024 00:00
C001964;Sparr SE #1964;Retail;M;01/08/2024 00:00
C001965;Sparr SE #1965;Retail;M;01/02/2024 00:00
C001966;Rewee SE #1966;Retail;M;01/05/2024 00:00
C001967;Carrefouk SE #1967;Retail;S;01/02/2024 00:00
C001968;Carrefouk SE #1968;Retail;S;01/06/2024 00:00
C001969;Intermarche SE #1969;Retail;L;01/09/2024 00:00
C001970;Intermarche SE #1970;Retail;L;01/07/2024 00:00
C001971;Aldii SE #1971;Retail;M;01/10/2024 00:00
C001972;Aldii SE #1972;Retail;M;01/04/2024 00:00
C001973;Rewee SE #1973;Retail;S;01/01/2024 00:00
C001974;Edekae SE #1974;Retail;M;01/11/2024 00:00
C001975;Lidll SE #1975;Retail;L;01/08/2024 00:00
C001976;Lidll SE #1976;Retail;L;01/08/2024 00:00
C001977;Carrefouk SE #1977;Retail;L;01/02/2024 00:00
C001978;ProSport SE #1978;Retail Sport;M;01/01/2024 00:00
C001979;Decathlonn SE #1979;Retail Sport;L;01/04/2024 00:00
C001980;FitZone SE #1980;Retail Sport;L;01/08/2024 00:00
C001981;Decathlonn SE #1981;Retail Sport;L;01/07/2024 00:00
C001982;ProSport SE #1982;Retail Sport;L;01/07/2024 00:00
C001983;AthletiX SE #1983;Retail Sport;L;01/03/2024 00:00
C001984;Intersportt SE #1984;Retail Sport;M;01/06/2024 00:00
C001985;AthletiX SE #1985;Retail Sport;L;01/01/2024 00:00
C001986;SportDirekt SE #1986;Retail Sport;L;01/02/2024 00:00
C001987;PulseMarket AT Online #1987;E-commerce;L;01/11/2024 00:00
C001988;PulseMarket AT Online #1988;E-commerce;S;01/04/2025 00:00
C001989;FitNest AT Online #1989;E-commerce;S;01/09/2025 00:00
C001990;FitNest AT Online #1990;E-commerce;S;01/10/2024 00:00
C001991;ZenBasket AT Online #1991;E-commerce;M;01/09/2024 00:00
C001992;NutriHub AT Online #1992;E-commerce;S;01/06/2025 00:00
C001993;FitNest AT Online #1993;E-commerce;S;01/09/2024 00:00
C001994;PrimeFuel AT Online #1994;E-commerce;S;01/04/2025 00:00
C001995;FitNest AT Online #1995;E-commerce;M;01/04/2025 00:00
C001996;NutriHub AT Online #1996;E-commerce;M;01/10/2024 00:00
C001997;VitaBox AT Online #1997;E-commerce;L;01/09/2024 00:00
C001998;VitaCare AT #1998;Pharmacy;S;01/02/2025 00:00
C001999;PharmaPluz AT #1999;Pharmacy;M;01/01/2025 00:00
C002000;VitaCare AT #2000;Pharmacy;M;01/08/2024 00:00
C002001;NutriPharm AT #2001;Pharmacy;M;01/03/2025 00:00
C002002;VitaCare AT #2002;Pharmacy;L;01/08/2024 00:00
C002003;VitaCare AT #2003;Pharmacy;L;01/08/2025 00:00
C002004;CarePharm AT #2004;Pharmacy;M;01/07/2025 00:00
C002005;Sparr AT #2005;Retail;L;01/01/2025 00:00
C002006;Aldii AT #2006;Retail;S;01/01/2025 00:00
C002007;Rewee AT #2007;Retail;M;01/08/2024 00:00
C002008;Sparr AT #2008;Retail;M;01/07/2024 00:00
C002009;Edekae AT #2009;Retail;L;01/11/2024 00:00
C002010;Carrefouk AT #2010;Retail;L;01/04/2025 00:00
C002011;Carrefouk AT #2011;Retail;L;01/10/2024 00:00
C002012;Intermarche AT #2012;Retail;L;01/09/2025 00:00
C002013;Carrefouk AT #2013;Retail;M;01/01/2025 00:00
C002014;Sparr AT #2014;Retail;L;01/11/2024 00:00
C002015;Rewee AT #2015;Retail;S;01/11/2024 00:00
C002016;Aldii AT #2016;Retail;M;01/09/2024 00:00
C002017;Sparr AT #2017;Retail;L;01/07/2025 00:00
C002018;Intermarche AT #2018;Retail;M;01/09/2025 00:00
C002019;Tesko AT #2019;Retail;M;01/09/2025 00:00
C002020;Carrefouk AT #2020;Retail;M;01/11/2024 00:00
C002021;Auchon AT #2021;Retail;L;01/11/2024 00:00
C002022;Auchon AT #2022;Retail;M;01/10/2024 00:00
C002023;Tesko AT #2023;Retail;M;01/06/2025 00:00
C002024;Aldii AT #2024;Retail;S;01/05/2025 00:00
C002025;Sparr AT #2025;Retail;L;01/08/2025 00:00
C002026;Intermarche AT #2026;Retail;L;01/07/2025 00:00
C002027;Auchon AT #2027;Retail;L;01/08/2024 00:00
C002028;Rewee AT #2028;Retail;M;01/08/2024 00:00
C002029;Sparr AT #2029;Retail;L;01/08/2025 00:00
C002030;AthletiX AT #2030;Retail Sport;S;01/12/2024 00:00
C002031;ProSport AT #2031;Retail Sport;L;01/04/2025 00:00
C002032;AthletiX AT #2032;Retail Sport;L;01/04/2025 00:00
C002033;ProSport AT #2033;Retail Sport;L;01/09/2025 00:00
C002034;SportDirekt AT #2034;Retail Sport;L;01/10/2024 00:00
C002035;Intersportt AT #2035;Retail Sport;L;01/02/2025 00:00
C002036;AthletiX AT #2036;Retail Sport;L;01/11/2024 00:00
C002037;ProSport AT #2037;Retail Sport;L;01/09/2024 00:00
C002038;SportDirekt AT #2038;Retail Sport;S;01/01/2025 00:00
C002039;FitZone AT #2039;Retail Sport;M;01/04/2025 00:00
C002040;Decatlon AT #2040;Retail Sport;L;01/09/2024 00:00
C002041;FitNest BE Online #2041;E-commerce;S;01/01/2025 00:00
C002042;VitaBox BE Online #2042;E-commerce;S;01/10/2024 00:00
C002043;PrimeFuel BE Online #2043;E-commerce;S;01/04/2025 00:00
C002044;ZenBasket BE Online #2044;E-commerce;S;01/10/2024 00:00
C002045;VitaBox BE Online #2045;E-commerce;L;01/02/2025 00:00
C002046;FitNest BE Online #2046;E-commerce;S;01/11/2024 00:00
C002047;PulseMarket BE Online #2047;E-commerce;M;01/12/2024 00:00
C002048;WellKart BE Online #2048;E-commerce;S;01/03/2025 00:00
C002049;VitaBox BE Online #2049;E-commerce;M;01/10/2024 00:00
C002050;ZenBasket BE Online #2050;E-commerce;S;01/03/2025 00:00
C002051;PrimeFuel BE Online #2051;E-commerce;S;01/06/2025 00:00
C002052;PharmaPluz BE #2052;Pharmacy;M;01/08/2024 00:00
C002053;PharmaPluz BE #2053;Pharmacy;M;01/06/2025 00:00
C002054;PharmaPluz BE #2054;Pharmacy;S;01/05/2025 00:00
C002055;HealthPoint BE #2055;Pharmacy;M;01/05/2025 00:00
C002056;HealthPoint BE #2056;Pharmacy;S;01/02/2025 00:00
C002057;CarePharm BE #2057;Pharmacy;S;01/05/2025 00:00
C002058;PharmaPluz BE #2058;Pharmacy;M;01/08/2024 00:00
C002059;Sparr BE #2059;Retail;M;01/06/2025 00:00
C002060;Lidll BE #2060;Retail;M;01/07/2025 00:00
C002061;Edekae BE #2061;Retail;L;01/09/2024 00:00
C002062;Edekae BE #2062;Retail;L;01/08/2025 00:00
C002063;Edekae BE #2063;Retail;M;01/09/2025 00:00
C002064;Sparr BE #2064;Retail;L;01/11/2024 00:00
C002065;Intermarche BE #2065;Retail;M;01/03/2025 00:00
C002066;Sparr BE #2066;Retail;L;01/10/2024 00:00
C002067;Intermarche BE #2067;Retail;L;01/06/2025 00:00
C002068;Edekae BE #2068;Retail;S;01/03/2025 00:00
C002069;Aldii BE #2069;Retail;L;01/09/2025 00:00
C002070;Lidll BE #2070;Retail;L;01/09/2024 00:00
C002071;Aldii BE #2071;Retail;M;01/05/2025 00:00
C002072;Carrefouk BE #2072;Retail;L;01/01/2025 00:00
C002073;Sparr BE #2073;Retail;M;01/08/2025 00:00
C002074;Aldii BE #2074;Retail;L;01/03/2025 00:00
C002075;Lidll BE #2075;Retail;M;01/04/2025 00:00
C002076;Intermarche BE #2076;Retail;L;01/05/2025 00:00
C002077;Carrefouk BE #2077;Retail;S;01/12/2024 00:00
C002078;Tesko BE #2078;Retail;M;01/09/2025 00:00
C002079;Carrefouk BE #2079;Retail;M;01/09/2024 00:00
C002080;Edekae BE #2080;Retail;S;01/05/2025 00:00
C002081;Auchon BE #2081;Retail;S;01/05/2025 00:00
C002082;Auchon BE #2082;Retail;M;01/03/2025 00:00
C002083;Edekae BE #2083;Retail;M;01/08/2025 00:00
C002084;Intersportt BE #2084;Retail Sport;M;01/12/2024 00:00
C002085;Decatlon BE #2085;Retail Sport;L;01/07/2024 00:00
C002086;AthletiX BE #2086;Retail Sport;L;01/05/2025 00:00
C002087;Decatlon BE #2087;Retail Sport;L;01/02/2025 00:00
C002088;Decathlonn BE #2088;Retail Sport;M;01/08/2024 00:00
C002089;Decatlon BE #2089;Retail Sport;M;01/04/2025 00:00
C002090;Decathlonn BE #2090;Retail Sport;M;01/08/2025 00:00
C002091;Decatlon BE #2091;Retail Sport;M;01/09/2024 00:00
C002092;ProSport BE #2092;Retail Sport;L;01/12/2024 00:00
C002093;Decathlonn BE #2093;Retail Sport;M;01/08/2024 00:00
C002094;ProSport BE #2094;Retail Sport;M;01/06/2025 00:00
C002095;PrimeFuel BG Online #2095;E-commerce;S;01/09/2025 00:00
C002096;NutriHub BG Online #2096;E-commerce;M;01/12/2024 00:00
C002097;PrimeFuel BG Online #2097;E-commerce;S;01/09/2025 00:00
C002098;ZenBasket BG Online #2098;E-commerce;M;01/03/2025 00:00
C002099;WellKart BG Online #2099;E-commerce;L;01/08/2025 00:00
C002100;FitNest BG Online #2100;E-commerce;L;01/05/2025 00:00
C002101;PrimeFuel BG Online #2101;E-commerce;M;01/11/2024 00:00
C002102;GymMart BG Online #2102;E-commerce;S;01/07/2025 00:00
C002103;VitaBox BG Online #2103;E-commerce;M;01/05/2025 00:00
C002104;ZenBasket BG Online #2104;E-commerce;M;01/02/2025 00:00
